Event ID,Event Date,Brief Description,What happened,Event Location,Latitude,Longitude,NZ Region,Where Happened,Sector,Number of Injured Persons,Vessel Type,Safety System,Country Flag,Gross Tonnage,Length Overall,Year of Build
EVT-1960,13/06/2020,"Pilot ladder not up to standards. There was a loop under the bottom step, and loose steps. ",Pilot Ladder Standards,Tauranga Wharf ,-37.647074,176.181476,Bay of Plenty,At berth,International Commercial,0,Bulk carrier,ISM,Marshall Islands,24159,182,2018
EVT-1969,14/06/2020,The net got caught around the propeller so crew had to cut it free. The skipper and some crew were hostile about having their net cut and were threatening and intimidating to the other crew. ,Propeller entangled,"Mill Bay, Whangaroa Harbour",-35.065587,173.71677,Northland,Inshore,Domestic Commercial,0,Set netting vessel,SOP,New Zealand,NULL,5.1,1990
EVT-1961,15/06/2020,"Pilot ladder not up to standards. The pilot ladder was fastened by shackles on side rope only. Also, the vessel was involved in a close quarters situation. ",Pilot Ladder Standards,Marlborough Sounds (Incl Tory Ch),-41.220448,174.151655,Marlborough,Inshore,International Commercial,0,Bulk carrier,ISM,Hong Kong,20969,179.9,2012
EVT-2051,15/06/2020,"When using the digger, the driver lost momentum and the digger fell to the side. After assessing the situation, crew used the crane to up right the digger so the driver could climb out. The driver had a sore rib cage and was medically checked. ",Injury,"Whangarei, Hatch 5 Van Star",-35.756855,174.347696,Northland,At berth,International Commercial,1,Bulk carrier,ISM,Panama,34778,199.98,2011
EVT-1965,16/06/2020,An unmarked rock was hit accidently while cod potting. The situation was assessed and returned to port. ,Grounding,"Hazelburgh Group, South of Ruapuke Island",-46.792921,168.492315,Southland,Inshore,Domestic Commercial,0,Other fishing vessel,MOSS,New Zealand,NULL,12.27,1967
EVT-1986,16/06/2020,"Crew person struck the top of their head against the passenger side console grab handle, during routine operations. ",Injury,Mercury Bay,-36.815097,175.723249,Waikato,Inshore,Domestic Commercial,1,Workboat,MOSS,New Zealand,NULL,NULL,2019
EVT-2065,16/06/2020,Close quarters incident between two vessels.,Near miss/close quarters,"Hauraki Gulf, Waitemata Harbour",-36.829005,174.70599,Auckland,In harbour,International Commercial,0,Naval vessel,Military,New Zealand,570,55,2009
EVT-2065,16/06/2020,Close quarters incident between two vessels.,Near miss/close quarters,"Hauraki Gulf, Waitemata Harbour",-36.829005,174.70599,Auckland,In harbour,International Commercial,0,Other fishing vessel,Commercial - No System,Japan,439,NULL,2007
EVT-1975,17/06/2020,Main Engine stopped while on passage from Nelson to Tauranga. After checking and restarting the vessel was full speed away again. Vessel was clear of land and all other traffic at the time.,Propulsion failure,Tokomaru Bay,-38.128104,178.402337,Gisborne,Inshore,Domestic Commercial,0,Cargo ship,ISM,New Zealand,18358,175.41,2011
EVT-1972,18/06/2020,"Vessel went down waterfall, causing four passengers to fall overboard. One individual sustained a suspected dislocated shoulder. Skipper decided to change route to let the passenger get off and be transported to hospital. ",Injury,"Okere Falls, Kaituna river, Tutea falls",-38.00978,176.344517,Bay of Plenty,River,Domestic Commercial,1,Raft,SOP,New Zealand,NULL,4.4,NULL
EVT-1967,19/06/2020,"Pilot ladder not up to standards. Vessel has a trapdoor type combination, the accommodation ladder was not secured to ships side, Ladder not attached to ships side 1.5m above accommodation ladder platform.",Pilot Ladder Standards,Lyttelton Port,-43.606449,172.723106,Canterbury,At berth,International Commercial,0,Container ship,ISM,Liberia,53807,294.13,2005
EVT-1992,19/06/2020,"Due to steering control issue, vessel coming into berth made contact with two other vessels, resulting in minor damage.",Contact,Bluff harbour,-46.592247,168.336376,Southland,In harbour,Domestic Commercial,0,Other fishing vessel,MOSS,New Zealand,NULL,11.58,1975
EVT-1973,20/06/2020,Bosun fell approximately four metres while descending ship's crane. The impact rendered them unconscious for a period of ten minutes. Ambulance arrived and transported patient to hospital.,Injury,Gisborne Port,-38.675613,178.022282,Gisborne,At berth,International Commercial,1,Bulk carrier,ISM,Panama,19801,175.53,2010
EVT-1974,20/06/2020,Pilot ladder not up to standards. The vessel had a trap door ladder and the pilot ladder was not secured to the main deck. The non conformity was only observed once up the ladder.,Pilot Ladder Standards,Wellington Harbour ,-41.275589,174.790554,Wellington,At berth,International Commercial,0,Container ship,ISM,Liberia,40741,258.91,2009
EVT-1977,21/06/2020,"Engines did not start after refuelling the boat. The batteries had no charge to power the Morse controls. The vessel was tied up, and the ferry service commenced on the back up ferry. Battery was then charged up and Morse controls were tested. ",Electrical power failure,"Inner Harbour, Lyttelton Port",-43.608115,172.718833,Canterbury,In harbour,Domestic Commercial,0,Charter passenger vessel,MOSS,New Zealand,NULL,12,2001
EVT-2033,21/06/2020,Two kayakers were rescued after strong winds tipped them out. They were treading water for approx.. 30 mins before rescued. No injuries were sustained. ,Person Overboard,"Tairua, Coromandel",-36.769425,175.475977,Waikato,In harbour,Recreational,0,Sea Kayak,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-1978,22/06/2020,Pilot ladder not up to standards. The trapdoor type combination pilot ladder does not meet New Zealand standards.,Pilot Ladder Standards,Napier,NULL,NULL,Hawke's Bay,At berth,International Commercial,0,Container ship,ISM,Liberia,53807,294.13,2005
EVT-1979,22/06/2020,"The master and bridge team were not wearing PPE gear, as per the port company standards. ",Unsafe Operation or Act,Lyttelton Port,-43.609343,172.727674,Canterbury,At berth,International Commercial,0,Bulk carrier,ISM,Panama,40840,229,2020
EVT-1980,22/06/2020,"A main engine fuel line issue, lead to shutting down the starboard engine. Vessel aborted channel exit until engine restarted and restored to bridge control. Once in the open, clear of land, the vessel shut down starboard engine to investigate cause.",Propulsion failure,"Tory Channel, Marlborough Sounds",-41.23186385,174.2647934,Marlborough,Inshore,Domestic Commercial,0,Ro-Ro Passenger ship,ISM,New Zealand,13906,124.9,2004
EVT-1983,22/06/2020,"Vessel had to carry out an emergency tow due to another vessel having a mechanical failure. Spare parts were brought out by another vessel. After seeing these were operational, the vessel carried on their trip. ",Equipment failure,South of Cape Saunders,-45.940922,170.847236,Otago,Inshore,Domestic Commercial,0,Cray/Rock Lobster vessel,MOSS,New Zealand,NULL,11.8,1987
EVT-1982,23/06/2020,Passenger slipped while descending the back stairs from the top deck. The skipper assessed injuries and called the ambulance. Passenger walked off the vessel accompanied by ambulance staff. ,Injury,Wellington Port,-41.28351477,174.7792518,Wellington,At berth,Domestic Commercial,1,Passenger Ferry,MOSS,New Zealand,NULL,16.5,2005
EVT-1984,23/06/2020,"Main engine failed to kick ahead when backing to berth. The solenoid valve that controlled No.5 unit start air came loose, that caused engine to not respond. Vessel used tugs and anchor to stop vessels stern movement.",Pilot Ladder Standards,Auckland Pilotage Area,-36.839975,174.782161,Auckland,At berth,International Commercial,0,Container ship,ISM,Liberia,42814,228,2013
EVT-1987,23/06/2020,"Whilst constructing the framing for timber, stevedore leant against some framing that collapsed. The stevedore fell approx. 5-6 ft and sustained a fractured left wrist.",Injury,Ports of Auckland,-36.84281,174.777565,Auckland,At berth,International Commercial,1,General cargo/multi-purpose ship,ISM,Hong Kong,18468,184.9,1995
EVT-2034,24/06/2020,"Two kayakers were swept out to sea in treacherous conditions off the west coast were saved. PLB alerts were received and the coastguard rescued the two kayakers. They were cold, but had no injuries. The kayaks were retrieved.",Person Overboard,South west of Taharoa,-38.09063,174.692802,Waikato,Inshore,Recreational,0,Sea Kayak,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-1985,25/06/2020,"Pilot ladder not up to standards. It was observed that a combination ladder arrangement with the pilot ladder was secured to the ships railings, and it was not using the designated strong points on deck. ",Pilot Ladder Standards,Lyttelton Port,-43.608779,172.731619,Canterbury,At berth,International Commercial,0,Bulk carrier,ISM,Hong Kong,33044,189.99,2011
EVT-1988,25/06/2020,"The vessel lost engine when returning to port, the emergency stop button was activated. A crew member noticed smoke coming from the engine room stairwell the source of the fire to be the shaft generator. Fire was extinguished, and engine restarted. ",Fire,Nelson Harbour,-41.248514,173.28915,Nelson,Inshore,Domestic Commercial,0,Trawler,MOSS,New Zealand,529,42.75,1987
EVT-1989,25/06/2020,"After approx. 30 minutes of de-ballasting, an oil sheen was observed in the water on the vessels port side . De-ballasting was stopped as the sheen appeared to be coming from the vessels overboard discharge. ",Oil Spill,"Auckland Harbour, Ferguson Wharf. ",-36.841,174.783,Auckland,At berth,Domestic Commercial,0,Cargo ship,ISM,New Zealand,18358,175.41,2011
EVT-2039,25/06/2020,"RCCNZ were in contact with a yacht with 5 passengers on board, that had some water ingress, engine difficulties and an injured crew member. Vessel was making slower progress than predicted but was not in immediate distress.",Equipment failure,"Tasman Sea, New Plymouth",-38.882456,173.924118,Taranaki,Inshore,Recreational,1,Yacht,Pleasure - No System,New Zealand,NULL,11,NULL
EVT-2083,25/06/2020,"A cargo handler was lashing containers on the ship. A twist lock fell from approx. 8 metres hitting the worker on their hat, before sliding to the bridge of the nose causing a laceration. Crewmember was taken off shore, and had a loss of memory.",Injury,Port Chalmers,-45.81335189,170.6255347,Otago,At berth,International Commercial,1,Container ship,ISM,Isle of Man,41483,254.08,2007
EVT-1990,26/06/2020,"Pilot ladder not up to standards. The side ropes were not secured to ships hull 1.5m above platform, they were secured on deck with shackles. ",Pilot Ladder Standards,Lyttelton Port,-43.609932,172.722605,Canterbury,At berth,International Commercial,0,Tanker,ISM,Marshall Islands,29649,183,2020
EVT-1991,26/06/2020,"At the start of a race, one vessel on port tack collided with another vessel on starboard tack. One vessel took water and sunk. ",Collision,"Waitemata Harbour, Westhaven tower, Westhaven Buoy. ",-36.841873,174.74971,Auckland,Marina/boat ramp,Recreational,0,Yacht,Pleasure - No System,New Zealand,NULL,8.8,NULL
EVT-1991,26/06/2020,"At the start of a race, one vessel on port tack collided with another vessel on starboard tack. One vessel took water and sunk. ",Collision,"Waitemata Harbour, Westhaven tower, Westhaven Buoy. ",-36.841873,174.74971,Auckland,Marina/boat ramp,Recreational,0,Yacht,Pleasure - No System,New Zealand,NULL,9.3,NULL
EVT-1997,26/06/2020,"Vessel struck a rock, and started taking a lot of water quickly. A mayday call was made, and the two passengers grabbed a few items and hopped into a dinghy. A rescue helicopter arrived and found them on the beach.",Foundered,Trafalgar Point,-41.24387,173.257487,Nelson,Inshore,Recreational,0,Yacht,Pleasure - No System,New Zealand,NULL,15,NULL
EVT-1994,27/06/2020,"While stacking boxes, a crew member got their jacket caught in the conveyor belt. The jacket pulled around the end of the belt, crushing their hand between the belt and roller. Crew member was transferred to another vessel to get checked ashore. ",Injury,Hokitika ,-42.304341,170.509441,NULL,Coastal,Domestic Commercial,1,Trawler,MOSS,New Zealand,1226,45.2,1997
EVT-1996,27/06/2020,"A vessel sunk, and the two passengers were in the water for approx. 20 mins. Fuel was coming out of the boat. Wellington Maritime Police rescued both people, and one person was seen by the ambulance. ",Foundered,"Petone, Wellington",-41.24438513,174.8965931,Wellington,In harbour,Recreational,0,Jetboat,Pleasure - No System,New Zealand,NULL,6,NULL
EVT-2047,27/06/2020,The air compressor was being maintained a technician disconnected the airlines and closed the valves. Another engineer did some troubleshooting and reopened the valves. This sent a shot of compressed air down the line it was disconnected. No injuries,Equipment failure,Wellington,-41.539398,174.943207,Wellington,Inshore,Domestic Commercial,0,Research vessel,ISM,New Zealand,2291,70,1991
EVT-1993,28/06/2020,"During Fast Rescue Craft (FRC) training, boat was lowered and recovered. About 2m after lowering commenced a hydraulic hose coupling blew. FRC continued to be lowered with brake. FRC was taken around to berth. No fluid went over the side.",Equipment failure,Wellington Ferry Terminal,-41.265645,174.788475,Wellington,At berth,Domestic Commercial,0,Ro-Ro Passenger ship,ISM,New Zealand,22365,181.6,1995
